title,artist,comments,url
Oblivion,Grimes,"SG
SKIP NAVIGATION
SIGN IN
Grimes - Oblivion
74,688,408 viewsMar 2, 2012
802K
DISLIKE
SHARE
SAVE
Grimes
1.05M subscribers
SUBSCRIBE
The first video from the album ""Visions"" (purchase the album at iTunes: http://smarturl.it/grimes).

Co-Directed by: Emily Kai Bock and Claire Boucher
DOP: Evan Profofsky (
SHOW MORE
Buy Grimes merchandise
SGD 20.55
Merchbar
SGD 24.67
Merchbar
SGD 46.74
Merchbar
SGD 20.55
Merchbar
SGD 18.50
Merchbar
SGD 18.50
Merchbar
32,600 Comments
SORT BY
Add a comment...
Adriana x
2 years ago
I've only now realized how interesting this music video is with the songs context. Knowing she was assaulted and that this song is about feeling unsafe at night, afraid of being attacked (presumably by a man) this music video feel like confronting masculinity (as almost all of the strangers shown are men of different ages and all the shows/activities are generally considered masculine). It feels like a video of trying to almost shock therapy yourself by surrounding yourself with what scares you (like men in general after one attacks you) and learning to be comfortable in that space, both interacting with them and just as someone who happens to be existing in that same space.
Read more
35K
REPLY
View 230 replies
georgiaiam
8 months ago
I take the song and video as Grimes reclaiming her experience. She turns her paranoia from previous experiences with men into empowerment. Rather than seeing masculinity as something to be afraid of, she attends all these “manly” events and champions it. She overcomes a traumatizing event by putting herself within an environment that portrays masculinity in a more silly, rather than fearsome way. It’s inspiring.
Read more
6.1K
REPLY
View 53 replies
Zadies
3 months ago
Definitely one of the most underrated artists of all time💕
1.5K
REPLY
View 23 replies
Duchess Ravenwaves
2 months ago
I love the part at 0:34 how she lets that guy go pass the camera ... I don’t know makes me smile. Seems very down to earth and friendly
722
REPLY
View 5 replies
Tiefenpseudologie
6 months ago (edited)
I can relate to this. It‘s the worst feeling to be out of control and to have someone not respecting your boundaries. But I’m glad she opened up to this.
2.4K
REPLY
View 14 replies
Test Test
5 months ago
Just discovered this TODAY, almost 10 years later. I feel betrayed. Im in love with this so hard: the song, the beat, the production, the video, the performance. There is so much going on. This is truly OUTSTANDING.
716
REPLY
View 11 replies
Nano
2 years ago
This song gives me nostalgia for something I never experienced, that’s art.
49K
REPLY
View 322 replies
Inessa
6 months ago
I like how everyone at the games saw this weird girl with skeleton glovies humming to herself and just vibed with her lol
6.3K
REPLY
View 38 replies
Wunjo
6 months ago
9 years late, but this is fucking stunning.
1.4K
REPLY
View 21 replies
J Brabec
5 months ago
I can't stop playing this song over and over, it hauntingly beautiful.  Makes me feel young again.
139
REPLY
Alonso 13
8 months ago
A song so ahead of its time that’s it’s still popular 11 years later and the music video doesn’t look dated one bit
1.2K
REPLY
View 17 replies
E T
3 days ago
10 years later, still love this tune. Such an impactful time in my life, crazy how certain songs can bring you right back.
3
REPLY
Young Suit
1 year ago
""The song is about being violently assaulted and it made me crazy for a few years. I got really paranoid walking around at night and started feeling really unsafe. The song is more about empowering myself physically amongst a masculine power, and the hate of feeling powerless, making light of masculine physical power, making it jovial and non-threatening. I took a typically violent cultural situation and made it pop and happy.""
Read more
8.7K
REPLY
View 47 replies
Kris Angeli Carreon
6 months ago
I never walk about after dark

It's my point of view

'Cause someone could break your neck

Coming up behind you
Read more
552
REPLY
View 9 replies
MimiTheHamster
6 months ago
This song is so haunting. Especially the part at 2:35, it gives me chills. She does a great job capturing the invisible, sinister reality of many women like myself who have suffered trauma from men.
378
REPLY
View 9 replies
Pascal Mortier ( moreisinu )
2 months ago
""I made this song in tears"", Grimes said. She put all her misery into this song.
52
REPLY
Yoshi's Accountant
8 months ago
As a survivor of sexual assault myself I really relate with having to learn to be comfortable around men again, and just masculinity in general honestly
435
REPLY
View 21 replies
Willy Wonka ASMR
1 month ago
Very ahead of her time. Musically, stylistically, in every way. From her hair to her voice to the beats... The message... The video
34
REPLY
maraca zine
2 years ago
The fact that this song is self-made by a self taught artist who doesn't have any musical training in the first place. Now gained the No. 2 as the best song of this decade by Pitchfork
Wow, the unimaginable you could do
9.3K
REPLY
View 51 replies
Alex M
8 months ago
I never realized at the 0:34 second mark how she waves that guy by as they’re filming, that’s just kind of adorable
685
REPLY
View 5 replies
Midnight MoonProductions
1 year ago
She transformed her fear into art. It’s disturbing yet powerful
18K
REPLY
View 51 replies
Prabha Saraswat
6 months ago
9 years and still an absolute masterpiece.
In case someone needed:)
I never walk about after dark
It's my point of view
Read more
176
REPLY
View 12 replies
Peter Barber
7 months ago (edited)
God this song just tears me up every time I listen to it.  

Sexual assault is such a terrible thing and the pain and fear in this song is palpable.  I am so sorry that Grimes and anyone else ever had to go through that.
Read more
63
REPLY
View 3 replies
Adrye
3 months ago
Does anyone feel like they've heard this song before, like a sense of nostalgia, but, you haven't, and it gives you goosebumps. And now you feel you've gone crazy because you've heard this song before, you have! But, you haven't.
71
REPLY
Ilija x
6 months ago
Damn her earlier work is still so precious, so special, so avant garde, I can't really compare it to anything. With her first 3 albums I always have a sense of peace, like I am living in an enchanted forest in a small wooden cottage far away from the real world.
45
REPLY
Sirisha
2 months ago
I literally started hearing her today and oh boy I'm hooked! I definitely think she's one of the most underatted international artist. I mean this song alone for me is grammy worthy, the surrealism she brings into her work is amazing. I'm so looking forward for her 35 track album now! Wow I mean wow! This might sound weird but she reminds of a Japanese novelist haruki murakami .... As his works are also surreal and I love both of them! Power to her!! And I feel so bad I heard her today only. Anyways at least I did🤭
Read more
47
REPLY
View 3 replies
Don Woods
2 years ago
Keep in mind that she produced this alone on garage band on her iPad. 
This prove talent always trumps expensive DAWs.
15K
REPLY
View 115 replies
Stef S
6 months ago
I literally just heard of this woman this year or last and this video came out 9 years ago. I thought she was an upcoming artist. I had no idea she has been around.
48
REPLY
View 3 replies
Renata Rehbaim
6 months ago
Vim por verdades secretas 2...amei a musica.♥️
110
REPLY
View 6 replies
Izaquiel Lima
5 months ago
Tudooo!! eu amo demais esse som, quando escuto me sinto a própria Angel 👌
32
REPLY
View reply
sthefany
5 months ago
Essa música tem uma vibe única cara, muito boa!! 💖
25
REPLY
Snow Bummy
3 months ago
Oh to be 14 again…this song literally changed my life when I first heard it and it’s still one of my favorite song to this day
11
REPLY
Nano
2 years ago
Those people probably would have never thought that silly girl walking around recording herself with a boom box while lip syncing would go to make the second best song of the DECADE
12K
REPLY
View 59 replies
jnkrlz Cruz
3 months ago
Esta canción es mi favorita, se puede escuchar en cualquier estado de ánimo y es reconfortante, todo excelente!
Desde México!
11
REPLY
Dayse
3 months ago
Estou escutando pela primeira vez, eu amei é chiclete
12
REPLY
Janaina Gomes
2 months ago
Verdade secretas 2 essa que mais gostava de ouvir nas cenas...top
4
REPLY
Lacey Johnson
2 months ago
I remember listening to this every day after school when this came out around 15/16!! So crazy how times have changed, it barely had any views! I’m 24 now and it’s crazy to think how times have changed, still love the song
25
REPLY
Two of Swords
4 months ago (edited)
I never walk about after dark
It's my point of view
'Cause someone could break your neck
Coming up behind you
Read more
8
REPLY
Eve Barajas
2 years ago (edited)
trying to listen to this song without crying is a struggle. my mom would play it all the time a couple years back. she was amazing, but is now being controlled by the evil that is meth. I wish I could have my mom back... but that is going to take some time.
Read more
4.6K
REPLY
View 62 replies
Даша Чайка
2 months ago
Grimes was the person who looked into my eyes and said «Girl, you know you've got to watch your health». My hero for the last 10 years.
7
REPLY
View reply
5:33
Grimes - Genesis
Grimes
73M views
9 years ago
5:20
Grimes - Oblivion | Chicago | July 20, 2014
A P
232K views
4 months ago
27:35
Grimes - Full Performance (Live on KEXP)
KEXP
4.2M views
10 years ago
4:13
o b l i v i o n
Ctrl Ult Delete
9.9M views
4 years ago
Mix - Grimes - Oblivion
YouTube
13:21
Grimes’s Pregnancy Skincare & Psychedelic Makeup Routine | Beauty Secrets | Vogue
Vogue
5M views
2 years ago
3:38
Tame Impala - The Less I Know the Better (Official Audio)
Tame Impala
94M views
1 year ago
3:25
M.I.A. - Paper Planes
M.I.A.
232M views
12 years ago
3:43
Scott Pilgrim Vs. The World - Black Sheep [HD]
clarencito
61M views
4 years ago
3:32:04
chill / relax / study music | studio ghibli lo-fi jazz mix
Miyuki Studies
4.1M views
2 years ago
4:52
Florence + The Machine - Free
florencemachine
1.2M views
3 days ago
New
2:04
Grimes - Enjoy the Angels on Earth
Rostinah
77K views
4 months ago
7:27
Everything Grimes Eats During Her Pregnancy | Food Diaries: Bite Size | Harper's BAZAAR
Harper's BAZAAR
3.6M views
2 years ago
8:22
Grimes - Genesis (Live on KEXP)
KEXP
1.2M views
10 years ago
4:05
Childish Gambino - This Is America (Official Video)
Donald Glover
829M views
3 years ago
1:02:42
Grimes_This story is dedicated to all those cyberpunks... (DJ Mix) [slightly louder]
Steve '
613K views
1 year ago
4:24
Grimes - REALiTi
Grimes
34M views
7 years ago
9:10
Grimes: 'Miss Anthropocene,' AI, and Lil Uzi Vert | Apple Music
Apple Music
473K views
2 years ago
4:38
Grimes - Kill V. Maim
Grimes
24M views
6 years ago
4:35
""Heidi"" - Oblivion (Grimes) Fan-Animated Music Video
Dany Darkly
7.7M views
4 years ago
6:52
Grimes - Flesh without Blood/Life in the Vivid Dream
Grimes
28M views
6 years ago
4:18
Grimes | Genesis
Grimes
6.3M views
10 years ago
5:48
Grimes - Vanessa (Official Video)
Arbutus Records
16M views
11 years ago
5:22
Grimes Gets Ready for the Met Gala | Vogue
Vogue
3.5M views
7 months ago
4:10
AURORA - Runaway
AURORA
404M views
7 years ago
5:00
Little Dark Age
mgmtmusic
89M views
4 years ago
4:09
Mystery of Love
Sufjan Stevens
25M views
4 years ago
4:24
Tove Lo - Habits (Stay High) - Hippie Sabotage Remix
Tove Lo
946M views
8 years ago
3:47
alt-J (∆) Breezeblocks
alt-J
240M views
10 years ago
56:11
a 2000s baddie playlist to help boost your confidence ~ y2k playlist
snowdrops
1.1M views
2 months ago
6:43
Grimes - Player Of Games (Official Video)
Grimes
4.3M views
4 months ago
26:16
Joy Division Greatest Hits
patrick cosgrove
2.4M views
3 years ago
3:20
Grimes - Shinigami Eyes (Official Video)
Grimes
11M views
2 months ago
1:55:51
Arctic Monkeys - Best Tracks
b a y a b a s
20M views
4 years ago
4:43
Lana Del Rey - Summertime Sadness (Official Music Video)
Lana Del Rey
345M views
8 years ago
5:13
真夜中のドア/Stay With Me
Miki Matsubara - Topic
75M views
2 years ago
5:40
Grimes - Crystal Ball (Live from a Mexico City's rooftop)
ItzyeraldNoise
7.7M views
9 years ago
5:37
Grimes - World Princess Part II [Official Video]
Grimes
6.4M views
5 years ago
1:04:34
the doja cat playlist you never knew you needed (spotify link in desc)
ohsnapitslanceylance
5.2M views
3 months ago
4:44
Клетка
Molchat Doma
10M views
2 years ago
5:11
MGMT - Little Dark Age (Video)
mgmtmusic
73M views
4 years ago
4:10
Grimes | Oblivion
Grimes
2.4M views
10 years ago
4:16
Grimes - Go ft. Blood Diamonds
Grimes
14M views
7 years ago
3:44
Blondie - Heart Of Glass (Official Music Video)
BlondieMusicOfficial
324M views
13 years ago
3:20
Lily Allen | Smile (Official Video)
Lily Allen
119M views
13 years ago
Grimes - Oblivion (Glastonbury 2016)
BBC Music
726K views
1 year ago
Lana Del Rey - Summertime Sadness
Lana Del Rey
363M views
9 years ago
Grimes - 4ÆM (Audio)
Grimes
4.7M views
2 years ago
Amy Winehouse - Back To Black
Amy Winehouse
745M views
12 years ago
Bloodhound Gang - The Bad Touch (Official Video)
Bloodhound Gang
413M views
12 years ago
Bela Lugosi's Dead (Official Version)
Bauhaus - Topic
697K views
10 months ago
Talking Heads - Psycho Killer
Just Some Videos
75M views
3 years ago
Grimes - So Heavy I Fell Through the Earth (Visualizer)
Grimes
7.1M views
2 years ago
Underworld - Born slippy (Instrumental Remix)
Adadf90
3.5M views
7 years ago
everything i wanted
Billie Eilish
123M views
2 years ago
Arctic Monkeys - Do I Wanna Know? (Official Video)
Official Arctic Monkeys
1.3B views
8 years ago
WILLOW, THE ANXIETY, Tyler Cole - Meet Me At Our Spot (Live Performance)
willowsmith
86M views
6 months ago
Len - Steal My Sunshine
LEN TV
63M views
12 years ago
Katy Perry - Chained To The Rhythm (Official) ft. Skip Marley
Katy Perry
706M views
5 years ago
Lebanon Hanover -- Gallowdance [official]
Lebanon Hanover
21M views
9 years ago",https://www.youtube.com/watch?v=JtH68PJIQLE
Oblivion,Grimes,"The first video from the album ""Visions"" (purchase the album at iTunes: http://smarturl.it/grimes).

Co-Directed by: Emily Kai Bock and Claire Boucher
DOP: Evan Profofsky (",https://www.youtube.com/watch?v=JtH68PJIQLE
Oblivion,Grimes,"I've only now realized how interesting this music video is with the songs context. Knowing she was assaulted and that this song is about feeling unsafe at night, afraid of being attacked (presumably by a man) this music video feel like confronting masculinity (as almost all of the strangers shown are men of different ages and all the shows/activities are generally considered masculine). It feels like a video of trying to almost shock therapy yourself by surrounding yourself with what scares you (like men in general after one attacks you) and learning to be comfortable in that space, both interacting with them and just as someone who happens to be existing in that same space.",https://www.youtube.com/watch?v=JtH68PJIQLE
Oblivion,Grimes,"I take the song and video as Grimes reclaiming her experience. She turns her paranoia from previous experiences with men into empowerment. Rather than seeing masculinity as something to be afraid of, she attends all these “manly” events and champions it. She overcomes a traumatizing event by putting herself within an environment that portrays masculinity in a more silly, rather than fearsome way. It’s inspiring.",https://www.youtube.com/watch?v=JtH68PJIQLE
Oblivion,Grimes,Definitely one of the most underrated artists of all time💕,https://www.youtube.com/watch?v=JtH68PJIQLE
Oblivion,Grimes,I love the part at 0:34 how she lets that guy go pass the camera ... I don’t know makes me smile. Seems very down to earth and friendly,https://www.youtube.com/watch?v=JtH68PJIQLE
Oblivion,Grimes,I can relate to this. It‘s the worst feeling to be out of control and to have someone not respecting your boundaries. But I’m glad she opened up to this.,https://www.youtube.com/watch?v=JtH68PJIQLE
Oblivion,Grimes,"Just discovered this TODAY, almost 10 years later. I feel betrayed. Im in love with this so hard: the song, the beat, the production, the video, the performance. There is so much going on. This is truly OUTSTANDING.",https://www.youtube.com/watch?v=JtH68PJIQLE
Oblivion,Grimes,"This song gives me nostalgia for something I never experienced, that’s art.",https://www.youtube.com/watch?v=JtH68PJIQLE
Oblivion,Grimes,I like how everyone at the games saw this weird girl with skeleton glovies humming to herself and just vibed with her lol,https://www.youtube.com/watch?v=JtH68PJIQLE
